section	key	ru	uk	de	es	fr	pl	it	tr	pt	ro	bg	cs	sk	hu	el	sl	et	lt
Training	train_mastered_sub_favs	Вы успешно изучили все избранные слова!	"=GOOGLETRANSLATE(C75; ""ru""; ""uk"")"	"=GOOGLETRANSLATE(C75; ""ru""; ""de"")"	"=GOOGLETRANSLATE(C75; ""ru""; ""es"")"	"=GOOGLETRANSLATE(C75; ""ru""; ""fr"")"	"=GOOGLETRANSLATE(C75; ""ru""; ""pl"")"	"=GOOGLETRANSLATE(C75; ""ru""; ""it"")"	"=GOOGLETRANSLATE(C75; ""ru""; ""tr"")"	"=GOOGLETRANSLATE(C75; ""ru""; ""pt"")"	"=GOOGLETRANSLATE(C75; ""ru""; ""ro"")"	"=GOOGLETRANSLATE(C75; ""ru""; ""bg"")"	"=GOOGLETRANSLATE(C75; ""ru""; ""cs"")"	"=GOOGLETRANSLATE(C75; ""ru""; ""sk"")"	"=GOOGLETRANSLATE(C75; ""ru""; ""hu"")"	"=GOOGLETRANSLATE(C75; ""ru""; ""el"")"	"=GOOGLETRANSLATE(C75; ""ru""; ""sl"")"	"=GOOGLETRANSLATE(C75; ""ru""; ""et"")"	"=GOOGLETRANSLATE(C75; ""ru""; ""lt"")"
Training	train_mastered_sub_cat	Все слова в категории успешно выучены!	"=GOOGLETRANSLATE(C76; ""ru""; ""uk"")"	"=GOOGLETRANSLATE(C76; ""ru""; ""de"")"	"=GOOGLETRANSLATE(C76; ""ru""; ""es"")"	"=GOOGLETRANSLATE(C76; ""ru""; ""fr"")"	"=GOOGLETRANSLATE(C76; ""ru""; ""pl"")"	"=GOOGLETRANSLATE(C76; ""ru""; ""it"")"	"=GOOGLETRANSLATE(C76; ""ru""; ""tr"")"	"=GOOGLETRANSLATE(C76; ""ru""; ""pt"")"	"=GOOGLETRANSLATE(C76; ""ru""; ""ro"")"	"=GOOGLETRANSLATE(C76; ""ru""; ""bg"")"	"=GOOGLETRANSLATE(C76; ""ru""; ""cs"")"	"=GOOGLETRANSLATE(C76; ""ru""; ""sk"")"	"=GOOGLETRANSLATE(C76; ""ru""; ""hu"")"	"=GOOGLETRANSLATE(C76; ""ru""; ""el"")"	"=GOOGLETRANSLATE(C76; ""ru""; ""sl"")"	"=GOOGLETRANSLATE(C76; ""ru""; ""et"")"	"=GOOGLETRANSLATE(C76; ""ru""; ""lt"")"
Training	train_review_again	🔄 Повторить заново	"=GOOGLETRANSLATE(C77; ""ru""; ""uk"")"	"=GOOGLETRANSLATE(C77; ""ru""; ""de"")"	"=GOOGLETRANSLATE(C77; ""ru""; ""es"")"	"=GOOGLETRANSLATE(C77; ""ru""; ""fr"")"	"=GOOGLETRANSLATE(C77; ""ru""; ""pl"")"	"=GOOGLETRANSLATE(C77; ""ru""; ""it"")"	"=GOOGLETRANSLATE(C77; ""ru""; ""tr"")"	"=GOOGLETRANSLATE(C77; ""ru""; ""pt"")"	"=GOOGLETRANSLATE(C77; ""ru""; ""ro"")"	"=GOOGLETRANSLATE(C77; ""ru""; ""bg"")"	"=GOOGLETRANSLATE(C77; ""ru""; ""cs"")"	"=GOOGLETRANSLATE(C77; ""ru""; ""sk"")"	"=GOOGLETRANSLATE(C77; ""ru""; ""hu"")"	"=GOOGLETRANSLATE(C77; ""ru""; ""el"")"	"=GOOGLETRANSLATE(C77; ""ru""; ""sl"")"	"=GOOGLETRANSLATE(C77; ""ru""; ""et"")"	"=GOOGLETRANSLATE(C77; ""ru""; ""lt"")"
Training	train_exit_favs	Вернуться в общую программу	"=GOOGLETRANSLATE(C78; ""ru""; ""uk"")"	"=GOOGLETRANSLATE(C78; ""ru""; ""de"")"	"=GOOGLETRANSLATE(C78; ""ru""; ""es"")"	"=GOOGLETRANSLATE(C78; ""ru""; ""fr"")"	"=GOOGLETRANSLATE(C78; ""ru""; ""pl"")"	"=GOOGLETRANSLATE(C78; ""ru""; ""it"")"	"=GOOGLETRANSLATE(C78; ""ru""; ""tr"")"	"=GOOGLETRANSLATE(C78; ""ru""; ""pt"")"	"=GOOGLETRANSLATE(C78; ""ru""; ""ro"")"	"=GOOGLETRANSLATE(C78; ""ru""; ""bg"")"	"=GOOGLETRANSLATE(C78; ""ru""; ""cs"")"	"=GOOGLETRANSLATE(C78; ""ru""; ""sk"")"	"=GOOGLETRANSLATE(C78; ""ru""; ""hu"")"	"=GOOGLETRANSLATE(C78; ""ru""; ""el"")"	"=GOOGLETRANSLATE(C78; ""ru""; ""sl"")"	"=GOOGLETRANSLATE(C78; ""ru""; ""et"")"	"=GOOGLETRANSLATE(C78; ""ru""; ""lt"")"
Training	train_no_words_test	Нет слов для Теста	"=GOOGLETRANSLATE(C79; ""ru""; ""uk"")"	"=GOOGLETRANSLATE(C79; ""ru""; ""de"")"	"=GOOGLETRANSLATE(C79; ""ru""; ""es"")"	"=GOOGLETRANSLATE(C79; ""ru""; ""fr"")"	"=GOOGLETRANSLATE(C79; ""ru""; ""pl"")"	"=GOOGLETRANSLATE(C79; ""ru""; ""it"")"	"=GOOGLETRANSLATE(C79; ""ru""; ""tr"")"	"=GOOGLETRANSLATE(C79; ""ru""; ""pt"")"	"=GOOGLETRANSLATE(C79; ""ru""; ""ro"")"	"=GOOGLETRANSLATE(C79; ""ru""; ""bg"")"	"=GOOGLETRANSLATE(C79; ""ru""; ""cs"")"	"=GOOGLETRANSLATE(C79; ""ru""; ""sk"")"	"=GOOGLETRANSLATE(C79; ""ru""; ""hu"")"	"=GOOGLETRANSLATE(C79; ""ru""; ""el"")"	"=GOOGLETRANSLATE(C79; ""ru""; ""sl"")"	"=GOOGLETRANSLATE(C79; ""ru""; ""et"")"	"=GOOGLETRANSLATE(C79; ""ru""; ""lt"")"
Training	train_no_words_test_sub	Сюда попадают слова, прошедшие режим «Пары».	"=GOOGLETRANSLATE(C80; ""ru""; ""uk"")"	"=GOOGLETRANSLATE(C80; ""ru""; ""de"")"	"=GOOGLETRANSLATE(C80; ""ru""; ""es"")"	"=GOOGLETRANSLATE(C80; ""ru""; ""fr"")"	"=GOOGLETRANSLATE(C80; ""ru""; ""pl"")"	"=GOOGLETRANSLATE(C80; ""ru""; ""it"")"	"=GOOGLETRANSLATE(C80; ""ru""; ""tr"")"	"=GOOGLETRANSLATE(C80; ""ru""; ""pt"")"	"=GOOGLETRANSLATE(C80; ""ru""; ""ro"")"	"=GOOGLETRANSLATE(C80; ""ru""; ""bg"")"	"=GOOGLETRANSLATE(C80; ""ru""; ""cs"")"	"=GOOGLETRANSLATE(C80; ""ru""; ""sk"")"	"=GOOGLETRANSLATE(C80; ""ru""; ""hu"")"	"=GOOGLETRANSLATE(C80; ""ru""; ""el"")"	"=GOOGLETRANSLATE(C80; ""ru""; ""sl"")"	"=GOOGLETRANSLATE(C80; ""ru""; ""et"")"	"=GOOGLETRANSLATE(C80; ""ru""; ""lt"")"
Training	train_no_words_quiz	Нет слов для Квиза	"=GOOGLETRANSLATE(C81; ""ru""; ""uk"")"	"=GOOGLETRANSLATE(C81; ""ru""; ""de"")"	"=GOOGLETRANSLATE(C81; ""ru""; ""es"")"	"=GOOGLETRANSLATE(C81; ""ru""; ""fr"")"	"=GOOGLETRANSLATE(C81; ""ru""; ""pl"")"	"=GOOGLETRANSLATE(C81; ""ru""; ""it"")"	"=GOOGLETRANSLATE(C81; ""ru""; ""tr"")"	"=GOOGLETRANSLATE(C81; ""ru""; ""pt"")"	"=GOOGLETRANSLATE(C81; ""ru""; ""ro"")"	"=GOOGLETRANSLATE(C81; ""ru""; ""bg"")"	"=GOOGLETRANSLATE(C81; ""ru""; ""cs"")"	"=GOOGLETRANSLATE(C81; ""ru""; ""sk"")"	"=GOOGLETRANSLATE(C81; ""ru""; ""hu"")"	"=GOOGLETRANSLATE(C81; ""ru""; ""el"")"	"=GOOGLETRANSLATE(C81; ""ru""; ""sl"")"	"=GOOGLETRANSLATE(C81; ""ru""; ""et"")"	"=GOOGLETRANSLATE(C81; ""ru""; ""lt"")"
Training	train_no_words_quiz_sub	Сюда попадают слова из Карточек по кнопке «Учить».	"=GOOGLETRANSLATE(C82; ""ru""; ""uk"")"	"=GOOGLETRANSLATE(C82; ""ru""; ""de"")"	"=GOOGLETRANSLATE(C82; ""ru""; ""es"")"	"=GOOGLETRANSLATE(C82; ""ru""; ""fr"")"	"=GOOGLETRANSLATE(C82; ""ru""; ""pl"")"	"=GOOGLETRANSLATE(C82; ""ru""; ""it"")"	"=GOOGLETRANSLATE(C82; ""ru""; ""tr"")"	"=GOOGLETRANSLATE(C82; ""ru""; ""pt"")"	"=GOOGLETRANSLATE(C82; ""ru""; ""ro"")"	"=GOOGLETRANSLATE(C82; ""ru""; ""bg"")"	"=GOOGLETRANSLATE(C82; ""ru""; ""cs"")"	"=GOOGLETRANSLATE(C82; ""ru""; ""sk"")"	"=GOOGLETRANSLATE(C82; ""ru""; ""hu"")"	"=GOOGLETRANSLATE(C82; ""ru""; ""el"")"	"=GOOGLETRANSLATE(C82; ""ru""; ""sl"")"	"=GOOGLETRANSLATE(C82; ""ru""; ""et"")"	"=GOOGLETRANSLATE(C82; ""ru""; ""lt"")"
Training	train_no_words_pairs	Нет слов для режима «Пары»	"=GOOGLETRANSLATE(C83; ""ru""; ""uk"")"	"=GOOGLETRANSLATE(C83; ""ru""; ""de"")"	"=GOOGLETRANSLATE(C83; ""ru""; ""es"")"	"=GOOGLETRANSLATE(C83; ""ru""; ""fr"")"	"=GOOGLETRANSLATE(C83; ""ru""; ""pl"")"	"=GOOGLETRANSLATE(C83; ""ru""; ""it"")"	"=GOOGLETRANSLATE(C83; ""ru""; ""tr"")"	"=GOOGLETRANSLATE(C83; ""ru""; ""pt"")"	"=GOOGLETRANSLATE(C83; ""ru""; ""ro"")"	"=GOOGLETRANSLATE(C83; ""ru""; ""bg"")"	"=GOOGLETRANSLATE(C83; ""ru""; ""cs"")"	"=GOOGLETRANSLATE(C83; ""ru""; ""sk"")"	"=GOOGLETRANSLATE(C83; ""ru""; ""hu"")"	"=GOOGLETRANSLATE(C83; ""ru""; ""el"")"	"=GOOGLETRANSLATE(C83; ""ru""; ""sl"")"	"=GOOGLETRANSLATE(C83; ""ru""; ""et"")"	"=GOOGLETRANSLATE(C83; ""ru""; ""lt"")"
Training	train_no_words_pairs_sub	Сюда попадают слова из Квиза или отмеченные «Знаю».	"=GOOGLETRANSLATE(C84; ""ru""; ""uk"")"	"=GOOGLETRANSLATE(C84; ""ru""; ""de"")"	"=GOOGLETRANSLATE(C84; ""ru""; ""es"")"	"=GOOGLETRANSLATE(C84; ""ru""; ""fr"")"	"=GOOGLETRANSLATE(C84; ""ru""; ""pl"")"	"=GOOGLETRANSLATE(C84; ""ru""; ""it"")"	"=GOOGLETRANSLATE(C84; ""ru""; ""tr"")"	"=GOOGLETRANSLATE(C84; ""ru""; ""pt"")"	"=GOOGLETRANSLATE(C84; ""ru""; ""ro"")"	"=GOOGLETRANSLATE(C84; ""ru""; ""bg"")"	"=GOOGLETRANSLATE(C84; ""ru""; ""cs"")"	"=GOOGLETRANSLATE(C84; ""ru""; ""sk"")"	"=GOOGLETRANSLATE(C84; ""ru""; ""hu"")"	"=GOOGLETRANSLATE(C84; ""ru""; ""el"")"	"=GOOGLETRANSLATE(C84; ""ru""; ""sl"")"	"=GOOGLETRANSLATE(C84; ""ru""; ""et"")"	"=GOOGLETRANSLATE(C84; ""ru""; ""lt"")"
Training	train_go_quiz	Перейти в Квиз	"=GOOGLETRANSLATE(C85; ""ru""; ""uk"")"	"=GOOGLETRANSLATE(C85; ""ru""; ""de"")"	"=GOOGLETRANSLATE(C85; ""ru""; ""es"")"	"=GOOGLETRANSLATE(C85; ""ru""; ""fr"")"	"=GOOGLETRANSLATE(C85; ""ru""; ""pl"")"	"=GOOGLETRANSLATE(C85; ""ru""; ""it"")"	"=GOOGLETRANSLATE(C85; ""ru""; ""tr"")"	"=GOOGLETRANSLATE(C85; ""ru""; ""pt"")"	"=GOOGLETRANSLATE(C85; ""ru""; ""ro"")"	"=GOOGLETRANSLATE(C85; ""ru""; ""bg"")"	"=GOOGLETRANSLATE(C85; ""ru""; ""cs"")"	"=GOOGLETRANSLATE(C85; ""ru""; ""sk"")"	"=GOOGLETRANSLATE(C85; ""ru""; ""hu"")"	"=GOOGLETRANSLATE(C85; ""ru""; ""el"")"	"=GOOGLETRANSLATE(C85; ""ru""; ""sl"")"	"=GOOGLETRANSLATE(C85; ""ru""; ""et"")"	"=GOOGLETRANSLATE(C85; ""ru""; ""lt"")"
Training	train_go_pairs	Перейти в Пары	"=GOOGLETRANSLATE(C86; ""ru""; ""uk"")"	"=GOOGLETRANSLATE(C86; ""ru""; ""de"")"	"=GOOGLETRANSLATE(C86; ""ru""; ""es"")"	"=GOOGLETRANSLATE(C86; ""ru""; ""fr"")"	"=GOOGLETRANSLATE(C86; ""ru""; ""pl"")"	"=GOOGLETRANSLATE(C86; ""ru""; ""it"")"	"=GOOGLETRANSLATE(C86; ""ru""; ""tr"")"	"=GOOGLETRANSLATE(C86; ""ru""; ""pt"")"	"=GOOGLETRANSLATE(C86; ""ru""; ""ro"")"	"=GOOGLETRANSLATE(C86; ""ru""; ""bg"")"	"=GOOGLETRANSLATE(C86; ""ru""; ""cs"")"	"=GOOGLETRANSLATE(C86; ""ru""; ""sk"")"	"=GOOGLETRANSLATE(C86; ""ru""; ""hu"")"	"=GOOGLETRANSLATE(C86; ""ru""; ""el"")"	"=GOOGLETRANSLATE(C86; ""ru""; ""sl"")"	"=GOOGLETRANSLATE(C86; ""ru""; ""et"")"	"=GOOGLETRANSLATE(C86; ""ru""; ""lt"")"
Training	train_go_test	Перейти в Тест	"=GOOGLETRANSLATE(C87; ""ru""; ""uk"")"	"=GOOGLETRANSLATE(C87; ""ru""; ""de"")"	"=GOOGLETRANSLATE(C87; ""ru""; ""es"")"	"=GOOGLETRANSLATE(C87; ""ru""; ""fr"")"	"=GOOGLETRANSLATE(C87; ""ru""; ""pl"")"	"=GOOGLETRANSLATE(C87; ""ru""; ""it"")"	"=GOOGLETRANSLATE(C87; ""ru""; ""tr"")"	"=GOOGLETRANSLATE(C87; ""ru""; ""pt"")"	"=GOOGLETRANSLATE(C87; ""ru""; ""ro"")"	"=GOOGLETRANSLATE(C87; ""ru""; ""bg"")"	"=GOOGLETRANSLATE(C87; ""ru""; ""cs"")"	"=GOOGLETRANSLATE(C87; ""ru""; ""sk"")"	"=GOOGLETRANSLATE(C87; ""ru""; ""hu"")"	"=GOOGLETRANSLATE(C87; ""ru""; ""el"")"	"=GOOGLETRANSLATE(C87; ""ru""; ""sl"")"	"=GOOGLETRANSLATE(C87; ""ru""; ""et"")"	"=GOOGLETRANSLATE(C87; ""ru""; ""lt"")"
Training	train_input_placeholder	Введите слово по-английски...	"=GOOGLETRANSLATE(C88; ""ru""; ""uk"")"	"=GOOGLETRANSLATE(C88; ""ru""; ""de"")"	"=GOOGLETRANSLATE(C88; ""ru""; ""es"")"	"=GOOGLETRANSLATE(C88; ""ru""; ""fr"")"	"=GOOGLETRANSLATE(C88; ""ru""; ""pl"")"	"=GOOGLETRANSLATE(C88; ""ru""; ""it"")"	"=GOOGLETRANSLATE(C88; ""ru""; ""tr"")"	"=GOOGLETRANSLATE(C88; ""ru""; ""pt"")"	"=GOOGLETRANSLATE(C88; ""ru""; ""ro"")"	"=GOOGLETRANSLATE(C88; ""ru""; ""bg"")"	"=GOOGLETRANSLATE(C88; ""ru""; ""cs"")"	"=GOOGLETRANSLATE(C88; ""ru""; ""sk"")"	"=GOOGLETRANSLATE(C88; ""ru""; ""hu"")"	"=GOOGLETRANSLATE(C88; ""ru""; ""el"")"	"=GOOGLETRANSLATE(C88; ""ru""; ""sl"")"	"=GOOGLETRANSLATE(C88; ""ru""; ""et"")"	"=GOOGLETRANSLATE(C88; ""ru""; ""lt"")"
Training	train_input_hint	Подсказка	"=GOOGLETRANSLATE(C89; ""ru""; ""uk"")"	"=GOOGLETRANSLATE(C89; ""ru""; ""de"")"	"=GOOGLETRANSLATE(C89; ""ru""; ""es"")"	"=GOOGLETRANSLATE(C89; ""ru""; ""fr"")"	"=GOOGLETRANSLATE(C89; ""ru""; ""pl"")"	"=GOOGLETRANSLATE(C89; ""ru""; ""it"")"	"=GOOGLETRANSLATE(C89; ""ru""; ""tr"")"	"=GOOGLETRANSLATE(C89; ""ru""; ""pt"")"	"=GOOGLETRANSLATE(C89; ""ru""; ""ro"")"	"=GOOGLETRANSLATE(C89; ""ru""; ""bg"")"	"=GOOGLETRANSLATE(C89; ""ru""; ""cs"")"	"=GOOGLETRANSLATE(C89; ""ru""; ""sk"")"	"=GOOGLETRANSLATE(C89; ""ru""; ""hu"")"	"=GOOGLETRANSLATE(C89; ""ru""; ""el"")"	"=GOOGLETRANSLATE(C89; ""ru""; ""sl"")"	"=GOOGLETRANSLATE(C89; ""ru""; ""et"")"	"=GOOGLETRANSLATE(C89; ""ru""; ""lt"")"
Training	train_correct_answer	Правильно!	"=GOOGLETRANSLATE(C90; ""ru""; ""uk"")"	"=GOOGLETRANSLATE(C90; ""ru""; ""de"")"	"=GOOGLETRANSLATE(C90; ""ru""; ""es"")"	"=GOOGLETRANSLATE(C90; ""ru""; ""fr"")"	"=GOOGLETRANSLATE(C90; ""ru""; ""pl"")"	"=GOOGLETRANSLATE(C90; ""ru""; ""it"")"	"=GOOGLETRANSLATE(C90; ""ru""; ""tr"")"	"=GOOGLETRANSLATE(C90; ""ru""; ""pt"")"	"=GOOGLETRANSLATE(C90; ""ru""; ""ro"")"	"=GOOGLETRANSLATE(C90; ""ru""; ""bg"")"	"=GOOGLETRANSLATE(C90; ""ru""; ""cs"")"	"=GOOGLETRANSLATE(C90; ""ru""; ""sk"")"	"=GOOGLETRANSLATE(C90; ""ru""; ""hu"")"	"=GOOGLETRANSLATE(C90; ""ru""; ""el"")"	"=GOOGLETRANSLATE(C90; ""ru""; ""sl"")"	"=GOOGLETRANSLATE(C90; ""ru""; ""et"")"	"=GOOGLETRANSLATE(C90; ""ru""; ""lt"")"
Training	train_incorrect_answer	Неверно. Правильный ответ:	"=GOOGLETRANSLATE(C91; ""ru""; ""uk"")"	"=GOOGLETRANSLATE(C91; ""ru""; ""de"")"	"=GOOGLETRANSLATE(C91; ""ru""; ""es"")"	"=GOOGLETRANSLATE(C91; ""ru""; ""fr"")"	"=GOOGLETRANSLATE(C91; ""ru""; ""pl"")"	"=GOOGLETRANSLATE(C91; ""ru""; ""it"")"	"=GOOGLETRANSLATE(C91; ""ru""; ""tr"")"	"=GOOGLETRANSLATE(C91; ""ru""; ""pt"")"	"=GOOGLETRANSLATE(C91; ""ru""; ""ro"")"	"=GOOGLETRANSLATE(C91; ""ru""; ""bg"")"	"=GOOGLETRANSLATE(C91; ""ru""; ""cs"")"	"=GOOGLETRANSLATE(C91; ""ru""; ""sk"")"	"=GOOGLETRANSLATE(C91; ""ru""; ""hu"")"	"=GOOGLETRANSLATE(C91; ""ru""; ""el"")"	"=GOOGLETRANSLATE(C91; ""ru""; ""sl"")"	"=GOOGLETRANSLATE(C91; ""ru""; ""et"")"	"=GOOGLETRANSLATE(C91; ""ru""; ""lt"")"
Settings	settings_title	⚙️ Настройки	"=GOOGLETRANSLATE(C92; ""ru""; ""uk"")"	"=GOOGLETRANSLATE(C92; ""ru""; ""de"")"	"=GOOGLETRANSLATE(C92; ""ru""; ""es"")"	"=GOOGLETRANSLATE(C92; ""ru""; ""fr"")"	"=GOOGLETRANSLATE(C92; ""ru""; ""pl"")"	"=GOOGLETRANSLATE(C92; ""ru""; ""it"")"	"=GOOGLETRANSLATE(C92; ""ru""; ""tr"")"	"=GOOGLETRANSLATE(C92; ""ru""; ""pt"")"	"=GOOGLETRANSLATE(C92; ""ru""; ""ro"")"	"=GOOGLETRANSLATE(C92; ""ru""; ""bg"")"	"=GOOGLETRANSLATE(C92; ""ru""; ""cs"")"	"=GOOGLETRANSLATE(C92; ""ru""; ""sk"")"	"=GOOGLETRANSLATE(C92; ""ru""; ""hu"")"	"=GOOGLETRANSLATE(C92; ""ru""; ""el"")"	"=GOOGLETRANSLATE(C92; ""ru""; ""sl"")"	"=GOOGLETRANSLATE(C92; ""ru""; ""et"")"	"=GOOGLETRANSLATE(C92; ""ru""; ""lt"")"
Settings	settings_profile	Профиль пользователя	"=GOOGLETRANSLATE(C93; ""ru""; ""uk"")"	"=GOOGLETRANSLATE(C93; ""ru""; ""de"")"	"=GOOGLETRANSLATE(C93; ""ru""; ""es"")"	"=GOOGLETRANSLATE(C93; ""ru""; ""fr"")"	"=GOOGLETRANSLATE(C93; ""ru""; ""pl"")"	"=GOOGLETRANSLATE(C93; ""ru""; ""it"")"	"=GOOGLETRANSLATE(C93; ""ru""; ""tr"")"	"=GOOGLETRANSLATE(C93; ""ru""; ""pt"")"	"=GOOGLETRANSLATE(C93; ""ru""; ""ro"")"	"=GOOGLETRANSLATE(C93; ""ru""; ""bg"")"	"=GOOGLETRANSLATE(C93; ""ru""; ""cs"")"	"=GOOGLETRANSLATE(C93; ""ru""; ""sk"")"	"=GOOGLETRANSLATE(C93; ""ru""; ""hu"")"	"=GOOGLETRANSLATE(C93; ""ru""; ""el"")"	"=GOOGLETRANSLATE(C93; ""ru""; ""sl"")"	"=GOOGLETRANSLATE(C93; ""ru""; ""et"")"	"=GOOGLETRANSLATE(C93; ""ru""; ""lt"")"
Settings	settings_logout	Выйти	"=GOOGLETRANSLATE(C94; ""ru""; ""uk"")"	"=GOOGLETRANSLATE(C94; ""ru""; ""de"")"	"=GOOGLETRANSLATE(C94; ""ru""; ""es"")"	"=GOOGLETRANSLATE(C94; ""ru""; ""fr"")"	"=GOOGLETRANSLATE(C94; ""ru""; ""pl"")"	"=GOOGLETRANSLATE(C94; ""ru""; ""it"")"	"=GOOGLETRANSLATE(C94; ""ru""; ""tr"")"	"=GOOGLETRANSLATE(C94; ""ru""; ""pt"")"	"=GOOGLETRANSLATE(C94; ""ru""; ""ro"")"	"=GOOGLETRANSLATE(C94; ""ru""; ""bg"")"	"=GOOGLETRANSLATE(C94; ""ru""; ""cs"")"	"=GOOGLETRANSLATE(C94; ""ru""; ""sk"")"	"=GOOGLETRANSLATE(C94; ""ru""; ""hu"")"	"=GOOGLETRANSLATE(C94; ""ru""; ""el"")"	"=GOOGLETRANSLATE(C94; ""ru""; ""sl"")"	"=GOOGLETRANSLATE(C94; ""ru""; ""et"")"	"=GOOGLETRANSLATE(C94; ""ru""; ""lt"")"
Settings	settings_login	Войти	"=GOOGLETRANSLATE(C95; ""ru""; ""uk"")"	"=GOOGLETRANSLATE(C95; ""ru""; ""de"")"	"=GOOGLETRANSLATE(C95; ""ru""; ""es"")"	"=GOOGLETRANSLATE(C95; ""ru""; ""fr"")"	"=GOOGLETRANSLATE(C95; ""ru""; ""pl"")"	"=GOOGLETRANSLATE(C95; ""ru""; ""it"")"	"=GOOGLETRANSLATE(C95; ""ru""; ""tr"")"	"=GOOGLETRANSLATE(C95; ""ru""; ""pt"")"	"=GOOGLETRANSLATE(C95; ""ru""; ""ro"")"	"=GOOGLETRANSLATE(C95; ""ru""; ""bg"")"	"=GOOGLETRANSLATE(C95; ""ru""; ""cs"")"	"=GOOGLETRANSLATE(C95; ""ru""; ""sk"")"	"=GOOGLETRANSLATE(C95; ""ru""; ""hu"")"	"=GOOGLETRANSLATE(C95; ""ru""; ""el"")"	"=GOOGLETRANSLATE(C95; ""ru""; ""sl"")"	"=GOOGLETRANSLATE(C95; ""ru""; ""et"")"	"=GOOGLETRANSLATE(C95; ""ru""; ""lt"")"
Settings	settings_login_sub	Войдите, чтобы синхронизировать прогресс	"=GOOGLETRANSLATE(C96; ""ru""; ""uk"")"	"=GOOGLETRANSLATE(C96; ""ru""; ""de"")"	"=GOOGLETRANSLATE(C96; ""ru""; ""es"")"	"=GOOGLETRANSLATE(C96; ""ru""; ""fr"")"	"=GOOGLETRANSLATE(C96; ""ru""; ""pl"")"	"=GOOGLETRANSLATE(C96; ""ru""; ""it"")"	"=GOOGLETRANSLATE(C96; ""ru""; ""tr"")"	"=GOOGLETRANSLATE(C96; ""ru""; ""pt"")"	"=GOOGLETRANSLATE(C96; ""ru""; ""ro"")"	"=GOOGLETRANSLATE(C96; ""ru""; ""bg"")"	"=GOOGLETRANSLATE(C96; ""ru""; ""cs"")"	"=GOOGLETRANSLATE(C96; ""ru""; ""sk"")"	"=GOOGLETRANSLATE(C96; ""ru""; ""hu"")"	"=GOOGLETRANSLATE(C96; ""ru""; ""el"")"	"=GOOGLETRANSLATE(C96; ""ru""; ""sl"")"	"=GOOGLETRANSLATE(C96; ""ru""; ""et"")"	"=GOOGLETRANSLATE(C96; ""ru""; ""lt"")"
Settings	settings_theme	🎨 Тема оформления	"=GOOGLETRANSLATE(C97; ""ru""; ""uk"")"	"=GOOGLETRANSLATE(C97; ""ru""; ""de"")"	"=GOOGLETRANSLATE(C97; ""ru""; ""es"")"	"=GOOGLETRANSLATE(C97; ""ru""; ""fr"")"	"=GOOGLETRANSLATE(C97; ""ru""; ""pl"")"	"=GOOGLETRANSLATE(C97; ""ru""; ""it"")"	"=GOOGLETRANSLATE(C97; ""ru""; ""tr"")"	"=GOOGLETRANSLATE(C97; ""ru""; ""pt"")"	"=GOOGLETRANSLATE(C97; ""ru""; ""ro"")"	"=GOOGLETRANSLATE(C97; ""ru""; ""bg"")"	"=GOOGLETRANSLATE(C97; ""ru""; ""cs"")"	"=GOOGLETRANSLATE(C97; ""ru""; ""sk"")"	"=GOOGLETRANSLATE(C97; ""ru""; ""hu"")"	"=GOOGLETRANSLATE(C97; ""ru""; ""el"")"	"=GOOGLETRANSLATE(C97; ""ru""; ""sl"")"	"=GOOGLETRANSLATE(C97; ""ru""; ""et"")"	"=GOOGLETRANSLATE(C97; ""ru""; ""lt"")"
Settings	settings_theme_light	Светлая	"=GOOGLETRANSLATE(C98; ""ru""; ""uk"")"	"=GOOGLETRANSLATE(C98; ""ru""; ""de"")"	"=GOOGLETRANSLATE(C98; ""ru""; ""es"")"	"=GOOGLETRANSLATE(C98; ""ru""; ""fr"")"	"=GOOGLETRANSLATE(C98; ""ru""; ""pl"")"	"=GOOGLETRANSLATE(C98; ""ru""; ""it"")"	"=GOOGLETRANSLATE(C98; ""ru""; ""tr"")"	"=GOOGLETRANSLATE(C98; ""ru""; ""pt"")"	"=GOOGLETRANSLATE(C98; ""ru""; ""ro"")"	"=GOOGLETRANSLATE(C98; ""ru""; ""bg"")"	"=GOOGLETRANSLATE(C98; ""ru""; ""cs"")"	"=GOOGLETRANSLATE(C98; ""ru""; ""sk"")"	"=GOOGLETRANSLATE(C98; ""ru""; ""hu"")"	"=GOOGLETRANSLATE(C98; ""ru""; ""el"")"	"=GOOGLETRANSLATE(C98; ""ru""; ""sl"")"	"=GOOGLETRANSLATE(C98; ""ru""; ""et"")"	"=GOOGLETRANSLATE(C98; ""ru""; ""lt"")"
